study,task_index,task_id,row_idx,pid,mesh_n,n_steps,ratio,transient,Tf,H0,P0,Ux,Uy,dpdx,dpdy,Hdot,Pdot,Qx_re,Qy_re,P_re,dP,dQx,dQy,dP_over_Pre,dQx_over_Qxre,dQy_over_Qyre,wall_time_s
ahratio,4,4810,4810,7260,40,10,0.6333333333333333,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,4.604424810735509,-9.010413223431703e-09,-3.773542269929269e-10,4.413015542720628e-06,-0.11795369485232332,-0.06818412083478151,5.794605255126953
ahratio,4,4810,4810,7261,40,10,0.7388888888888889,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,8.812348668347113,-1.231391384278631e-08,-5.151320896554942e-10,8.446012963577338e-06,-0.1611992258104927,-0.09307919756680526,6.162020444869995
ahratio,4,4810,4810,7255,40,10,0.8444444444444444,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,18.152393349213526,-1.5864187328201662e-08,-6.292046887648856e-10,1.7397785234951338e-05,-0.2076752158629761,-0.11369097113455734,6.059562683105469
ahratio,4,4810,4810,7262,40,10,0.95,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,74.87762303452473,-1.9584264028915564e-08,-7.137431100349869e-10,7.176490611441867e-05,-0.256374069189941,-0.12896621523874036,6.187299966812134
ahratio,5,9368,9368,7253,40,10,0.0,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,610.2174999886192,6.021187356029069e-09,9.630207244808526e-10,0.00014921099343487932,0.21595772016964399,0.585716545860549,6.910912036895752
ahratio,5,9368,9368,7266,40,10,0.2111111111111111,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,329.7632087045349,5.609263696489747e-09,9.31938913975151e-10,8.063402962057753e-05,0.2011835420652251,0.5668123517703276,6.353208780288696
ahratio,5,9368,9368,7259,40,10,0.10555555555555556,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,433.9032955490984,5.917385292673696e-09,9.550975304672316e-10,0.00010609846781640398,0.21223472408504532,0.580897598861934,6.6359546184539795
ahratio,5,9368,9368,7260,40,10,0.31666666666666665,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,278.51196278911084,5.1049773655068574e-09,8.952136036735562e-10,6.810202370799988e-05,0.18309665655372673,0.5444757380831166,6.265104055404663
ahratio,5,9368,9368,7261,40,10,0.4222222222222222,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,268.9009240777232,4.4176469227422045e-09,8.475658857691685e-10,6.575192290936009e-05,0.1584446557695263,0.5154960328289637,6.50532078742981
ahratio,5,9368,9368,7255,40,10,0.5277777777777778,1,0.05,4.922942521310691e-07,3080576.5724034877,0.049893654825527906,1.3804490804963177e-20,-4159434244.9538236,-2065027288.6298695,2.895169257211459e-09,20181034.35974904,2.7881324878310298e-08,1.6441753802019697e-09,4089628.29039094,295.5269393399358,3.5646433242288642e-09,7.924141699838469e-10,7.22625427925347e-05,0.1278505716563672,0.48195233885968247,6.597255229949951
